,H,abbrv,category,citations,name,dblp_name
355,0,,Software Engineering,12,Portable Software,Portable Software
356,0,ACM SIGSOFT FSE,Software Engineering,2,ACM SIGSOFT International Symposium on the Foundations of Software Engineering,NotAConf
357,0,ENASE,Software Engineering,2,International Conference on Evaluation of Novel Approaches to Software Engineering,ENASE
358,0,CISIS,Software Engineering,1,"International Conference on Complex, Intelligent and Software Intensive Systems",CISIS
359,54,WSC,Simulation,11504,Winter Simulation Conference,Winter Simulation Conference
360,35,MSWiM,Simulation,688,International Workshop on Modeling Analysis and Simulation of Wireless and Mobile Systems,MSWiM
361,28,PADS,Simulation,665,Workshop on Principles of Advanced and Distributed Simulation,PADS
362,20,ANSS,Simulation,641,Annual Simulation Symposium,Annual Simulation Symposium
363,20,MS,Simulation,255,Modelling and Simulation,Modelling and Simulation
364,18,MABS,Simulation,166,Workshop on Multi-Agent Systems and Agent-Based Simulation,MABS
365,17,DSRT,Simulation,464,Distributed Simulation and Real-Time Applications,NotAConf
366,16,SCSC,Simulation,316,Summer Computer Simulation Conference,SCSC
367,8,VRCAI,Simulation,212,Virtual Reality Continuum and its Applications in Industry,VRCAI
368,7,SpringSim,Simulation,673,Spring Simulation Multiconference,SpringSim
369,7,EMS,Simulation,205,European Symposium on Computer Modeling and Simulation,EMS
370,4,LSMS,Simulation,145,Life System Modeling and Simulation,LSMS
371,4,SimuTools,Simulation,118,"Simulation Tools and Techniques for Communications, Networks and Systems",SimuTools
372,4,ISUVR,Simulation,77,International Symposium on Ubiquitous Virtual Reality,ISUVR
373,2,,Simulation,87,European Simulation Congress,NotAConf
374,2,,Simulation,28,Algorithmen und Werkzeuge fr Petrinetze,NotAConf
375,1,SIMUTools,Simulation,1,International ICST Conference on Simulation Tools and Techniques,SimuTools
376,117,CRYPTO,Security & Privacy,1257,International Crytology Conference,CRYPTO
377,104,EUROCRYPT,Security & Privacy,1164,Theory and Application of Cryptographic Techniques,EUROCRYPT
378,101,S&P,Security & Privacy,798,IEEE Symposium on Security and Privacy,IEEE Symposium on Security and Privacy
379,90,CCS,Security & Privacy,1162,ACM Conference on Computer and Communications Security,CCS
380,74,,Security & Privacy,515,USENIX Security Symposium,USENIX Security Symposium
381,65,NDSS,Security & Privacy,336,Network and Distributed System Security Symposium,NDSS
382,59,CSFW,Security & Privacy,571,Computer Security Foundations Workshop,CSFW
383,54,ASIACRYPT,Security & Privacy,724,International Conference on the Theory and Application of Cryptology and Information Security,ASIACRYPT
384,53,CHES,Security & Privacy,427,Cryptographic Hardware and Embedded Systems,CHES
385,52,,Security & Privacy,326,Information Hiding,Information Hiding
386,51,DSN,Security & Privacy,1038,Dependable Systems and Networks,DSN
387,47,ACSAC,Security & Privacy,925,Annual Computer Security Applications Conference,ACSAC
388,46,IAS,Security & Privacy,1181,Information Assurance and Security,IAS
389,46,FSE,Security & Privacy,475,Fast Software Encryption,FSE
390,45,SACMAT,Security & Privacy,260,Symposium on Access Control Models and Technologies,SACMAT
391,42,PKC,Security & Privacy,425,Public Key Cryptography,Public Key Cryptography
392,41,RAID,Security & Privacy,301,Recent Advances in Intrusion Detection,RAID
393,40,,Security & Privacy,448,Financial Cryptography,Financial Cryptography
394,38,CT-RSA,Security & Privacy,301,The Cryptographers Track at RSA Conference,CT-RSA
395,37,ESORICS,Security & Privacy,503,European Symposium on Research in Computer Security,ESORICS
396,36,NSPW,Security & Privacy,272,Workshop on New Security Paradigms,Workshop on New Security Paradigms
397,35,LISA,Security & Privacy,738,USENIX Systems Administration Conference,LISA
398,35,DISCEX,Security & Privacy,253,DARPA Information Survivability Conference and Exposition,DISCEX
399,32,SAC,Security & Privacy,589,Selected Areas in Cryptography,Selected Areas in Cryptography
400,32,,Security & Privacy,277,Theory of Cryptography,NotAConf
401,29,ACISP,Security & Privacy,546,Australasian Conference on Information Security and Privacy,ACISP
402,29,ICISC,Security & Privacy,357,Information Security and Cryptology,ICISC
403,29,,Security & Privacy,91,ACM Workshop on Role-Based Access Control,ACM Workshop on Role-Based Access Control
404,29,SASN,Security & Privacy,67,workshop on security of ad hoc and sensor networks,SASN
405,28,ISC(ISW),Security & Privacy,438,Information Security Conference/Information Security Workshop,ISC
406,27,PETS,Security & Privacy,169,Privacy Enhancing Technologies,PETS
407,25,,Security & Privacy,355,Security Protocols Workshop,Security Protocols Workshop
408,25,ANTS,Security & Privacy,355,Algorithmic Number Theory Symposium,ANTS
409,25,WPES,Security & Privacy,149,Workshop On Privacy In The Electronic Society,WPES
410,24,ICICS,Security & Privacy,497,International Conference on Information and Communication Security,ICICS
411,24,IWSEC,Security & Privacy,311,International Workshop on Security,IWSEC
412,24,WORM,Security & Privacy,50,workshop on rapid malcode,WORM
413,21,,Security & Privacy,269,Applied Cryptography and Network Security,NotAConf
414,21,,Security & Privacy,257,IMA Conference on Cryptography and Coding,NotAConf
415,21,CARDIS,Security & Privacy,194,Tenth Smart Card Research and Advanced Application Conference,CARDIS
416,21,IMF,Security & Privacy,152,IT-Incidents Management & IT-Forensics,IMF
417,20,SEC,Security & Privacy,611,Information Security,SEC
418,20,INDOCRYPT,Security & Privacy,354,International Conference on Cryptology,INDOCRYPT
419,20,WITS,Security & Privacy,201,Workshop on Issues in the Theory of Security,WITS
420,20,,Security & Privacy,74,AES Candidate Conference,AES Candidate Conference
421,19,IAW,Security & Privacy,314,IEEE Information Assurance Workshop,IAW
422,19,DRM,Security & Privacy,137,ACM Digital Rights Management Workshop,NotAConf
423,18,,Security & Privacy,750,Intelligence and Security Informatics,NotAConf
424,18,SAFECOMP,Security & Privacy,471,"International Conference on Computer Safety, Reliability and Security",SAFECOMP
425,18,CMS,Security & Privacy,235,Communications and Multimedia Security,Communications and Multimedia Security
426,17,IEEEARES,Security & Privacy,882,"Availability, Reliability and Security",NotAConf
427,17,SOUPS,Security & Privacy,131,Symposium On Usable Privacy and Security,SOUPS
428,17,DIMVA,Security & Privacy,91,Detection of Intrusions and Malware & Vulnerability Assessment,DIMVA
429,16,ICNSC,Security & Privacy,1768,"International Conference on Networking, Sensing and Control",ICNSC
430,16,CSE,Security & Privacy,809,IEEE International Conference on Computational Science and Engineering,CSE
431,16,WS,Security & Privacy,23,Wireless Security,NotAConf
432,13,WISA,Security & Privacy,244,Workshop on Information Security Applications,WISA
433,13,MMM-ACNS,Security & Privacy,148,"Mathematical Methods, Models, and Architectures for Network Security Systems",MMM-ACNS
434,13,Pairing,Security & Privacy,90,Pairing-Based Cryptography,Pairing
435,13,WISEC,Security & Privacy,81,Wireless Network Security,WISEC
436,13,SCS,Security & Privacy,67,Australian Workshop on Safety Critical Systems and Software,SCS
437,13,ISSS,Security & Privacy,49,International Symposium on Software Security,ISSS
438,13,,Security & Privacy,47,Foundations of Security Analysis and Design,NotAConf
439,13,,Security & Privacy,37,IEEE Security in Storage Workshop,IEEE Security in Storage Workshop
440,13,,Security & Privacy,33,ACM Workshop on Wireless Security,NotAConf
441,12,ITNG,Security & Privacy,1392,International Conference on Information Technology: New Generations,ITNG
442,12,ACSW,Security & Privacy,89,ACSW Frontiers,ACSW
443,12,,Security & Privacy,56,IEEE International Workshop on Information Assurance,NotAConf
444,12,,Security & Privacy,16,Workshop on Design Issues in Anonymity and Unobservability,Workshop on Design Issues in Anonymity and Unobservability
445,11,CIS,Security & Privacy,666,Computational and Information Science,CIS
446,11,PST,Security & Privacy,233,"Conference on Privacy, Security and Trust",PST
447,11,CANS,Security & Privacy,160,Cryptology and Network Security,CANS
448,11,FDTC,Security & Privacy,90,Fault Diagnosis and Tolerance in Cryptography,FDTC
449,11,SWS,Security & Privacy,79,Secure Web Services,SWS
450,11,StorageSS,Security & Privacy,47,Storage Security And Survivability,StorageSS
451,11,,Security & Privacy,20,Mobile Agents and Security,Mobile Agents and Security
452,10,EUROPKI,Security & Privacy,139,European Public Key Infrastructure Workshop,EuroPKI
453,10,AFRICACRYPT,Security & Privacy,81,International Conference on Progress in Cryptology in Africa,AFRICACRYPT
454,10,ETRICS,Security & Privacy,37,Emerging Trends in Information and Communication Security,ETRICS
455,9,ISPEC,Security & Privacy,226,Information Security Practice and Experience,ISPEC
456,9,TRUSTBUS,Security & Privacy,178,Trust and Privacy in Digital Business,TrustBus
457,9,Inscrypt,Security & Privacy,166,Conference on Information Security and Cryptology,Inscrypt
458,9,TRUST,Security & Privacy,64,Trusted Computing,TRUST
459,9,DFRWS,Security & Privacy,25,Digital Forensic Research Workshop,DFRWS
460,9,MYCRYPT,Security & Privacy,25,Inf. Conf. on Cryptology in Malaysia,Mycrypt
461,9,CaLC,Security & Privacy,16,Cryptography and Lattices,CaLC
462,9,,Security & Privacy,15,Workshop on Intrusion Detection and Network Monitoring,Workshop on Intrusion Detection and Network Monitoring
463,8,SAM,Security & Privacy,767,Security and Management,Security and Management
464,8,,Security & Privacy,25,Infrastructure Security,NotAConf
465,8,,Security & Privacy,23,Formal Aspects of Security,NotAConf
466,8,E-smart,Security & Privacy,22,Research in Smart Cards,E-smart
467,7,ICETET,Security & Privacy,712,International Conference on Emerging Trends in Engineering & Technology,ICETET
468,7,ICISS,Security & Privacy,161,International Conference on Information Systems Security,ICISS
469,7,CFP,Security & Privacy,121,"Computers, Freedom and Privacy",NotAConf
470,7,CRITIS,Security & Privacy,110,Critical Information Infrastructures Security,CRITIS
471,7,SADFE,Security & Privacy,101,Systematic Approaches to Digital Forensic Engineering,SADFE
472,7,WISTP,Security & Privacy,75,Workshop in Information Security Theory and Practice,WISTP
473,7,VIZSEC,Security & Privacy,60,IEEE Workshop on Visualization for Computer Security,VizSEC
474,7,,Security & Privacy,30,Cryptography: Policy and Algorithms,Cryptography: Policy and Algorithms
475,7,SECPERU,Security & Privacy,29,"Security, Privacy and Trust in Pervasive and Ubiquitous Computing",SECPerU
476,7,VIETCRYPT,Security & Privacy,28,International Conferenceon Cryptology in Vietnam,VIETCRYPT
477,6,ICEB,Security & Privacy,256,International Conference on Electronic Business,ICEB
478,6,SECURWARE,Security & Privacy,193,"International Conference on Emerging Security Information, Systems and Technologies",SECURWARE
479,6,SICHERHEIT,Security & Privacy,171,Schutz und Zuverl?ssigkeit,Sicherheit
480,6,,Security & Privacy,150,Security in Information Systems,NotAConf
481,6,ISSA,Security & Privacy,128,Information Security for South Africa,ISSA
482,6,ProvSec,Security & Privacy,89,Provable Security,ProvSec
483,6,TCGOV,Security & Privacy,28,TED Conference on e-Government,TCGOV
484,6,CQRE,Security & Privacy,23,International Exhibition and Congress on Network Security,CQRE
485,6,MTW,Security & Privacy,13,Models of Trust for the Web,MTW
486,5,ISECS,Security & Privacy,562,International Symposium on Electronic Commerce and Security,ISECS
487,5,BLISS,Security & Privacy,87,"Bio-inspired, Learning, and Intelligent Systems for Security",BLISS
488,5,,Security & Privacy,48,IFIP WG11.8 Publications,NotAConf
489,5,,Security & Privacy,43,IFIP TC11 Publications,NotAConf
490,5,WEWORC,Security & Privacy,27,Western European Workshop on Research in Cryptology,WEWoRC
491,4,PAISI,Security & Privacy,81,Pacific Asia Workshop on Intelligence and Security Informatics,PAISI
492,4,ICITS,Security & Privacy,62,International Conference on Information Theoretic Security,ICITS
493,4,AUSFORENSICS,Security & Privacy,50,"Australian Computer, Network & Information Forensics Conference","Australian Computer, Network & Information Forensics Conference"
494,4,AISM,Security & Privacy,42,Australian Information Security Management Conference,AISM
495,4,IDtrust,Security & Privacy,35,Identity and Trust on the Internet,IDtrust
496,4,,Security & Privacy,34,Mobile Response,Mobile Response
497,4,WISI,Security & Privacy,33,Intelligence and Security Informatics,WISI
498,4,VOTE-ID,Security & Privacy,28,E-Voting and Identity,VOTE-ID
499,4,DRMTICS,Security & Privacy,27,"Digital Rights Management: Technology, Issues, Challenges and Systems",DRMTICS
500,4,CAU,Security & Privacy,14,Cryptographic Algorithms and their Uses,Cryptographic Algorithms and their Uses
501,4,ODRL,Security & Privacy,13,Open Digital Rights Language,NotAConf
502,4,I3,Security & Privacy,8,"Identity, Identifiers, Identification",I3
503,4,CSIIRW,Security & Privacy,4,Cyber Security and Information Intelligence Research Workshop,CSIIRW
504,3,IITSI,Security & Privacy,226,Intelligent Information Technology and Security Informatics,IITSI
